epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.3871721923351288,0.6150220632553101,0.42478838562965393,0.5758360624313354
1,0.46982941031455994,0.5462321043014526,0.42335060238838196,0.5767244696617126
2,0.44950830936431885,0.5485057234764099,0.4181811213493347,0.5818691253662109
3,0.4629511535167694,0.5370021462440491,0.43816569447517395,0.5618544816970825
4,0.47081348299980164,0.5305037498474121,0.4211176335811615,0.5809574723243713
5,0.4539002478122711,0.5360689163208008,0.035481393337249756,0.9643512964248657
6,0.48541149497032166,0.519239068031311,0.3489134907722473,0.6493636965751648
7,0.4806216061115265,0.5184779167175293,0.4723230004310608,0.5284046530723572
8,0.4837842583656311,0.5119037628173828,0.47788581252098083,0.5227217674255371
9,0.495088130235672,0.5136507153511047,0.4776434302330017,0.5233891010284424
10,0.5024376511573792,0.5042321681976318,0.49005818367004395,0.5108113288879395
11,0.48439639806747437,0.5067921280860901,0.46113714575767517,0.5402594208717346
12,0.48861250281333923,0.5114749670028687,0.46648484468460083,0.5338978171348572
13,0.49914804100990295,0.5039124488830566,0.4870468080043793,0.5135153532028198
14,0.4941481649875641,0.4986420273780823,0.4859471321105957,0.5152865052223206
15,0.4896667003631592,0.5049033761024475,0.4885621666908264,0.5122787952423096
16,0.4832431375980377,0.5034187436103821,0.4983389973640442,0.5022820830345154
17,0.4962209165096283,0.49989309906959534,0.4927422106266022,0.5093588829040527
18,0.4768945574760437,0.5028545260429382,0.47958168387413025,0.5214104056358337
19,0.49540501832962036,0.503899335861206,0.4840324819087982,0.5162356495857239
20,0.4885518252849579,0.49302202463150024,0.5084028244018555,0.49339592456817627
21,0.4949605166912079,0.5008510947227478,0.49254706501960754,0.5085021257400513
22,0.514590859413147,0.4950035810470581,0.4925273358821869,0.5087130665779114
23,0.49514639377593994,0.49026617407798767,0.4743000864982605,0.5245206356048584
24,0.5136309862136841,0.49475234746932983,0.5003947615623474,0.5010733604431152
25,0.49954596161842346,0.49161747097969055,0.49545907974243164,0.5053335428237915
26,0.49487367272377014,0.49260348081588745,0.46878668665885925,0.5310851335525513
27,0.512693464756012,0.4928551912307739,0.480837881565094,0.5197731256484985
28,0.5131115913391113,0.48804938793182373,0.4917725920677185,0.5088760256767273
29,0.49284929037094116,0.4964829087257385,0.5026683807373047,0.4989166259765625
30,0.525615930557251,0.48737141489982605,0.49217626452445984,0.5085523128509521
31,0.5127732157707214,0.4911368191242218,0.4787570536136627,0.5221996903419495
32,0.4992491900920868,0.48871922492980957,0.46225398778915405,0.5380274057388306
33,0.5047796368598938,0.4826544225215912,0.47968676686286926,0.5204148888587952
34,0.5062503814697266,0.4889940917491913,0.4846019744873047,0.5163068771362305
35,0.5249344706535339,0.48661690950393677,0.5102145671844482,0.4909072518348694
36,0.4961872100830078,0.48686736822128296,0.5105472207069397,0.49110546708106995
37,0.5176553726196289,0.4853246510028839,0.49549341201782227,0.5074106454849243
38,0.4994799792766571,0.4968767464160919,0.4957129657268524,0.5046860575675964
39,0.5096986293792725,0.481874018907547,0.4776163697242737,0.5212041735649109
40,0.5315499305725098,0.4782274067401886,0.5097203850746155,0.4916885793209076
41,0.5181479454040527,0.47735917568206787,0.5038238763809204,0.4969583749771118
42,0.5107554197311401,0.4756563901901245,0.5010460615158081,0.4998275935649872
43,0.5173917412757874,0.47953227162361145,0.4910971224308014,0.5093322396278381
44,0.5250841379165649,0.4856097400188446,0.5084172487258911,0.4932463467121124
45,0.5238732099533081,0.4770659804344177,0.5164837837219238,0.48570552468299866
46,0.5244633555412292,0.47789865732192993,0.5194652676582336,0.4826589822769165
47,0.5109341740608215,0.47643905878067017,0.5041018128395081,0.49639999866485596
48,0.5192087888717651,0.4851817786693573,0.4750312864780426,0.525366485118866
49,0.5192515254020691,0.48364001512527466,0.4783496856689453,0.5222349166870117
0,0.38942351937294006,0.6192358732223511,0.4043402373790741,0.5959725379943848
1,0.43722179532051086,0.5576362013816833,0.41793879866600037,0.5818471908569336
2,0.4584575891494751,0.5350043773651123,0.4635181427001953,0.5369763374328613
3,0.4762510657310486,0.5287433862686157,0.44194546341896057,0.5578410029411316
4,0.4610571265220642,0.5339101552963257,0.44889599084854126,0.5511879324913025
5,0.4632464051246643,0.5310226082801819,0.45137569308280945,0.549954354763031
6,0.46701499819755554,0.5403845310211182,0.44540825486183167,0.5545635223388672
7,0.4748057425022125,0.5311761498451233,0.4660992920398712,0.5347166657447815
8,0.46864432096481323,0.5225231051445007,0.4689173102378845,0.5320489406585693
9,0.46537354588508606,0.5172500014305115,0.48463937640190125,0.5164350271224976
10,0.5068365931510925,0.505203902721405,0.46938368678092957,0.531549334526062
11,0.4759315848350525,0.5101468563079834,0.4817109704017639,0.520257294178009
12,0.5011552572250366,0.503189742565155,0.46464696526527405,0.5375057458877563
13,0.4629277288913727,0.5205173492431641,0.3888934254646301,0.6106419563293457
14,0.4931327700614929,0.510798454284668,0.493172824382782,0.5081126093864441
15,0.47428157925605774,0.5233170986175537,0.46272721886634827,0.5371296405792236
16,0.470078706741333,0.517113983631134,0.4810047447681427,0.5198123455047607
17,0.49777692556381226,0.5010601878166199,0.4706580340862274,0.5290915966033936
18,0.5056219100952148,0.499196857213974,0.4947644770145416,0.5062175989151001
19,0.48986107110977173,0.5019577741622925,0.4812007248401642,0.5190806984901428
20,0.5145905613899231,0.49667829275131226,0.46730121970176697,0.5314229130744934
21,0.49723392724990845,0.5009207129478455,0.48608091473579407,0.5144608020782471
22,0.5057657361030579,0.4932635426521301,0.46800118684768677,0.5314791202545166
23,0.473374605178833,0.5196513533592224,0.46219366788864136,0.5384318828582764
24,0.4942987859249115,0.5120319128036499,0.4923416078090668,0.5089120268821716
25,0.4894680678844452,0.50016188621521,0.4797627627849579,0.5209406614303589
26,0.5081170797348022,0.49929097294807434,0.4771101772785187,0.5243303179740906
27,0.5063897967338562,0.4984455406665802,0.49734142422676086,0.504536509513855
28,0.5140949487686157,0.4946116507053375,0.47437527775764465,0.5249524712562561
29,0.5129996538162231,0.493326872587204,0.5036123991012573,0.49732837080955505
30,0.4987015426158905,0.4921383857727051,0.5003675222396851,0.5012390613555908
31,0.4953570067882538,0.4917263686656952,0.5050721168518066,0.4965999722480774
32,0.5082857012748718,0.49211615324020386,0.4930994510650635,0.5081729292869568
33,0.5017378926277161,0.4879484176635742,0.47591114044189453,0.5255322456359863
34,0.5141575932502747,0.4851652681827545,0.493096262216568,0.5080527067184448
35,0.5109656453132629,0.48419660329818726,0.4940339922904968,0.5061400532722473
36,0.4908994436264038,0.5052328705787659,0.3130648732185364,0.6821779608726501
37,0.4820050299167633,0.5186125636100769,0.34705162048339844,0.652965247631073
38,0.4799197018146515,0.5170743465423584,0.48457616567611694,0.5164607763290405
39,0.5077309608459473,0.4940902292728424,0.4818991720676422,0.5185485482215881
40,0.5149443745613098,0.4953242838382721,0.47052663564682007,0.5309906601905823
41,0.5224999785423279,0.48982295393943787,0.49366670846939087,0.5077016949653625
42,0.5077570676803589,0.48315876722335815,0.5006136894226074,0.5017786026000977
43,0.4987214505672455,0.4875682294368744,0.5071129202842712,0.49430200457572937
44,0.5125599503517151,0.4835771322250366,0.48148420453071594,0.5179651975631714
45,0.5130575895309448,0.4859178960323334,0.48537787795066833,0.5171188712120056
46,0.5022253394126892,0.495085209608078,0.48736652731895447,0.5133625268936157
47,0.5138665437698364,0.48947736620903015,0.49955686926841736,0.5016714334487915
48,0.4916467070579529,0.49297040700912476,0.4898909032344818,0.5114904046058655
49,0.5143447518348694,0.48549047112464905,0.4925839900970459,0.5075974464416504
